0,0.000000000,0.000000000,0.000000000,6534.515619449
1,-0.028458387,0.469414679,-0.353126238,1450.382325721
2,-0.046748865,0.690929480,-0.517521704,326.508251479
3,-0.059767446,0.795373960,-0.594069283,77.170441802
4,-0.069866196,0.844555695,-0.629705737,21.149460176
5,-0.078195447,0.867663628,-0.646281748,7.999438910
6,-0.085335793,0.878477461,-0.653975148,4.464782706
7,-0.091595868,0.883500024,-0.657529029,3.173230620
8,-0.097152833,0.885798841,-0.659154716,2.473872924
9,-0.102118817,0.886820201,-0.659883497,1.983726969
10,-0.106572490,0.887245518,-0.660196389,1.603346545
11,-0.110574200,0.887395473,-0.660317703,1.298730620
12,-0.114173354,0.887420685,-0.660351947,1.052614326
13,-0.117412114,0.887391646,-0.660347717,0.853276891
14,-0.120327354,0.887341124,-0.660327507,0.691719335
15,-0.122951759,0.887284153,-0.660301635,0.560757495
16,-0.125314519,0.887227449,-0.660274749,0.454591895
17,-0.127441800,0.887173847,-0.660248859,0.368526462
18,-0.129357109,0.887124387,-0.660224761,0.298755407
19,-0.131081586,0.887079289,-0.660202695,0.242193732
20,-0.132634253,0.887038418,-0.660182654,0.196340563
21,-0.134032232,0.887001493,-0.660164528,0.159168516
22,-0.135290936,0.886968189,-0.660148171,0.129034042
23,-0.136424241,0.886938174,-0.660133425,0.104604758
24,-0.137444640,0.886911137,-0.660120140,0.084800532
25,-0.138363382,0.886886787,-0.660108175,0.068745727
26,-0.139190594,0.886864860,-0.660097399,0.055730488
27,-0.139935396,0.886845117,-0.660087697,0.045179350
28,-0.140605997,0.886827339,-0.660078960,0.036625800
29,-0.141209789,0.886811332,-0.660071094,0.029691645
30,-0.141753429,0.886796920,-0.660064011,0.024070294
31,-0.142242909,0.886783944,-0.660057634,0.019513201
32,-0.142683624,0.886772260,-0.660051893,0.015818877
33,-0.143080434,0.886761740,-0.660046723,0.012823979
34,-0.143437711,0.886752269,-0.660042068,0.010396088
35,-0.143759395,0.886743741,-0.660037877,0.008427855
36,-0.144049031,0.886736062,-0.660034104,0.006832257
37,-0.144309812,0.886729149,-0.660030706,0.005538745
38,-0.144544613,0.886722924,-0.660027647,0.004490125
39,-0.144756022,0.886717319,-0.660024893,0.003640035
40,-0.144946370,0.886712273,-0.660022413,0.002950888
41,-0.145117754,0.886707730,-0.660020180,0.002392213
42,-0.145272064,0.886703639,-0.660018169,0.001939309
43,-0.145411001,0.886699955,-0.660016359,0.001572151
44,-0.145536096,0.886696639,-0.660014729,0.001274504
45,-0.145648729,0.886693653,-0.660013262,0.001033210
46,-0.145750141,0.886690964,-0.660011941,0.000837598
47,-0.145841449,0.886688544,-0.660010751,0.000679020
48,-0.145923661,0.886686364,-0.660009680,0.000550465
49,-0.145997683,0.886684402,-0.660008716,0.000446249
50,-0.146064330,0.886682635,-0.660007847,0.000361763
